SOURCE: Data,SOURCE: Related article,METHODS:                  Sampling/Analysis,DATE (yyyy-mm-dd),LATITUDE,LONGITUDE,DEPTH (m),Trichodesmium Colonies (x103 m-3),Trichodesmium Free trichomes (x106 m-3),Trichodesmium Total Trichomes (x106 m-3),Trichodesmium Biomass Conversion factor (mg C/106 trichomes),Trichodesmium Biomass (mg C m-3),UCYN Cells (x106 m-3),UCYN Biomass Conversion factor (mg C/106 cells),UCYN Biomass (mg C m-3),Richelia Associated Species,Richelia Cells (x106 m-3),Richelia Biomass Conversion factor (mg C/106 cells),Calothrix Associated Species,Calothrix Cells  (x106 m-3),Calothrix Biomass Conversion factor (mg C/106 cells),Heterocyst (Richelia & Calotrhix) Biomass (mg C m-3),Total Diazotrophic Biomass (mg C m-3),Temperature (˚C),Salinity (PSU),Nitrate (µM),Phosphate (µM),Fe (nM),Chlorophyll  (mg m-3),Notes
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2008-04-27,23.22,-29.00,5,,0.0119,0.0119,30,0.358,,,,,,,,,,,0.358,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2008-04-27,23.99,-29.00,5,,0.0210,0.0210,30,0.631,,,,,,,,,,,0.631,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2008-04-28,24.71,-29.00,5,,0.0028,0.0028,30,0.085,,,,,,,,,,,0.085,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2008-04-28,25.65,-29.00,5,,0.0000,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2008-04-28,26.16,-29.00,5,,0.0000,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2008-04-28,26.77,-29.00,5,,0.0011,0.0011,30,0.034,,,,,,,,,,,0.034,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2008-04-28,27.56,-29.00,5,,0.0017,0.0017,30,0.051,,,,,,,,,,,0.051,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2008-04-29,28.26,-29.00,5,,0.0011,0.0011,30,0.034,,,,,,,,,,,0.034,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2008-04-29,29.18,-29.00,5,,0.0006,0.0006,30,0.017,,,,,,,,,,,0.017,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2008-04-29,29.19,-28.34,5,,0.0000,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2008-04-29,29.18,-27.51,5,,0.0000,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2008-04-30,29.18,-25.53,5,,0.0017,0.0017,30,0.051,,,,,,,,,,,0.051,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2008-04-30,29.18,-24.42,5,,0.0006,0.0006,30,0.017,,,,,,,,,,,0.017,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2008-04-30,29.19,-23.70,5,,0.0000,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2008-04-30,29.18,-22.87,5,,0.0026,0.0026,30,0.078,,,,,,,,,,,0.078,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2008-04-30,29.18,-21.91,5,,0.0005,0.0005,30,0.016,,,,,,,,,,,0.016,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2008-05-01,29.18,-20.98,5,,0.0000,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2008-05-01,29.18,-19.87,5,,0.0016,0.0016,30,0.047,,,,,,,,,,,0.047,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2008-05-01,29.18,-19.16,5,,0.0000,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2008-05-01,29.18,-18.41,5,,0.0000,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2008-05-01,29.19,-17.37,5,,0.0027,0.0027,30,0.082,,,,,,,,,,,0.082,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2008-05-02,29.18,-16.51,5,,0.0005,0.0005,30,0.015,,,,,,,,,,,0.015,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2008-05-02,29.19,-15.45,5,,0.0016,0.0016,30,0.049,,,,,,,,,,,0.049,,,,,,,
"Furuya, K., University of Tokyo, furuya@fs.a.u-tokyo.ac.jp","Kitajima et al. (2009), doi:10.4319/lo.2009.54.2.0537",Standard Light Microscopy,2004-11-15,34.00,155.00,0,,,0.0000,30,0.000,,,,,0.0000,0.01,,,,0.0000,0.000,,,,,,,"No accurate date, only year and month provided. Flow cytometry were used for cell counts. Richelia reported as number of heterocysts, converted to number of cells on 1:5 basis"
"Furuya, K., University of Tokyo, furuya@fs.a.u-tokyo.ac.jp","Kitajima et al. (2009), doi:10.4319/lo.2009.54.2.0537",Standard Light Microscopy,2004-11-17,32.00,155.00,0,,,0.0040,30,0.120,,,,,0.0000,0.01,,,,0.0000,0.120,,,,,,,"No accurate date, only year and month provided. Flow cytometry were used for cell counts. Richelia reported as number of heterocysts, converted to number of cells on 1:5 basis"
"Furuya, K., University of Tokyo, furuya@fs.a.u-tokyo.ac.jp","Kitajima et al. (2009), doi:10.4319/lo.2009.54.2.0537",Standard Light Microscopy,2004-11-19,24.50,155.00,0,,,0.0040,30,0.120,,,,"Rhizosolenia clevei, Hemiaulus spp., Chaetoceros compressum",0.0050,0.01,,,,0.0001,0.120,,,,,,,"No accurate date, only year and month provided. Flow cytometry were used for cell counts. Richelia reported as number of heterocysts, converted to number of cells on 1:5 basis"
"Furuya, K., University of Tokyo, furuya@fs.a.u-tokyo.ac.jp","Kitajima et al. (2009), doi:10.4319/lo.2009.54.2.0537",Standard Light Microscopy,2004-11-21,20.00,155.00,0,,,0.0000,30,0.000,,,,,0.0000,0.01,,,,0.0000,0.000,,,,,,,"No accurate date, only year and month provided. Flow cytometry were used for cell counts. Richelia reported as number of heterocysts, converted to number of cells on 1:5 basis"
"Furuya, K., University of Tokyo, furuya@fs.a.u-tokyo.ac.jp","Kitajima et al. (2009), doi:10.4319/lo.2009.54.2.0537",Standard Light Microscopy,2004-11-23,16.00,155.00,0,,,0.0000,30,0.000,,,,,0.0000,0.01,,,,0.0000,0.000,,,,,,,"No accurate date, only year and month provided. Flow cytometry were used for cell counts. Richelia reported as number of heterocysts, converted to number of cells on 1:5 basis"
"Furuya, K., University of Tokyo, furuya@fs.a.u-tokyo.ac.jp","Kitajima et al. (2009), doi:10.4319/lo.2009.54.2.0537",Standard Light Microscopy,2004-11-25,12.00,155.00,0,,,0.0000,30,0.000,,,,,0.0000,0.01,,,,0.0000,0.000,,,,,,,"No accurate date, only year and month provided. Flow cytometry were used for cell counts. Richelia reported as number of heterocysts, converted to number of cells on 1:5 basis"
"Furuya, K., University of Tokyo, furuya@fs.a.u-tokyo.ac.jp","Kitajima et al. (2009), doi:10.4319/lo.2009.54.2.0537",Standard Light Microscopy,2004-11-27,7.00,155.00,0,,,0.0000,30,0.000,,,,,0.0000,0.01,,,,0.0000,0.000,,,,,,,"No accurate date, only year and month provided. Flow cytometry were used for cell counts. Richelia reported as number of heterocysts, converted to number of cells on 1:5 basis"
"Furuya, K., University of Tokyo, furuya@fs.a.u-tokyo.ac.jp","Kitajima et al. (2009), doi:10.4319/lo.2009.54.2.0537",Standard Light Microscopy,2004-11-29,2.00,155.00,0,,,0.0000,30,0.000,,,,,0.0000,0.01,,,,0.0000,0.000,,,,,,,"No accurate date, only year and month provided. Flow cytometry were used for cell counts. Richelia reported as number of heterocysts, converted to number of cells on 1:5 basis"
"Furuya, K., University of Tokyo, furuya@fs.a.u-tokyo.ac.jp","Kitajima et al. (2009), doi:10.4319/lo.2009.54.2.0537",Standard Light Microscopy,2004-12-01,0.00,155.00,0,,,0.0010,30,0.030,,,,,0.0000,0.01,,,,0.0000,0.030,,,,,,,"No accurate date, only year and month provided. Flow cytometry were used for cell counts. Richelia reported as number of heterocysts, converted to number of cells on 1:5 basis"
"Furuya, K., University of Tokyo, furuya@fs.a.u-tokyo.ac.jp","Kitajima et al. (2009), doi:10.4319/lo.2009.54.2.0537",Standard Light Microscopy,2005-06-05,37.00,147.47,0,,,0.0000,30,0.000,,,,"Rhizosolenia clevei, Hemiaulus spp., Chaetoceros compressum",0.4800,0.01,,,,0.0048,0.005,,,,,,,"No accurate date, only year and month provided. Flow cytometry were used for cell counts. Richelia reported as number of heterocysts, converted to number of cells on 1:5 basis"
"Furuya, K., University of Tokyo, furuya@fs.a.u-tokyo.ac.jp","Kitajima et al. (2009), doi:10.4319/lo.2009.54.2.0537",Standard Light Microscopy,2005-06-06,35.00,148.72,0,,,0.0000,30,0.000,,,,,0.0000,0.01,,,,0.0000,0.000,,,,,,,"No accurate date, only year and month provided. Flow cytometry were used for cell counts. Richelia reported as number of heterocysts, converted to number of cells on 1:5 basis"
"Furuya, K., University of Tokyo, furuya@fs.a.u-tokyo.ac.jp","Kitajima et al. (2009), doi:10.4319/lo.2009.54.2.0537",Standard Light Microscopy,2005-06-07,34.00,149.30,0,,,0.0000,30,0.000,,,,,0.0000,0.01,,,,0.0000,0.000,,,,,,,"No accurate date, only year and month provided. Flow cytometry were used for cell counts. Richelia reported as number of heterocysts, converted to number of cells on 1:5 basis"
"Furuya, K., University of Tokyo, furuya@fs.a.u-tokyo.ac.jp","Kitajima et al. (2009), doi:10.4319/lo.2009.54.2.0537",Standard Light Microscopy,2005-06-07,33.16,149.30,0,,,0.0320,30,0.960,,,,,0.0000,0.01,,,,0.0000,0.960,,,,,,,"No accurate date, only year and month provided. Flow cytometry were used for cell counts. Richelia reported as number of heterocysts, converted to number of cells on 1:5 basis"
"Furuya, K., University of Tokyo, furuya@fs.a.u-tokyo.ac.jp","Kitajima et al. (2009), doi:10.4319/lo.2009.54.2.0537",Standard Light Microscopy,2005-06-08,31.16,149.33,0,,,0.0000,30,0.000,,,,"Rhizosolenia clevei, Hemiaulus spp., Chaetoceros compressum",1.1600,0.01,,,,0.0116,0.012,,,,,,,"No accurate date, only year and month provided. Flow cytometry were used for cell counts. Richelia reported as number of heterocysts, converted to number of cells on 1:5 basis"
"Furuya, K., University of Tokyo, furuya@fs.a.u-tokyo.ac.jp","Kitajima et al. (2009), doi:10.4319/lo.2009.54.2.0537",Standard Light Microscopy,2005-06-09,29.99,149.25,0,,,0.0000,30,0.000,,,,"Rhizosolenia clevei, Hemiaulus spp., Chaetoceros compressum",2.1800,0.01,,,,0.0218,0.022,,,,,,,"No accurate date, only year and month provided. Flow cytometry were used for cell counts. Richelia reported as number of heterocysts, converted to number of cells on 1:5 basis"
"Furuya, K., University of Tokyo, furuya@fs.a.u-tokyo.ac.jp","Kitajima et al. (2009), doi:10.4319/lo.2009.54.2.0537",Standard Light Microscopy,2005-06-10,28.50,149.30,0,,,0.0180,30,0.540,,,,"Rhizosolenia clevei, Hemiaulus spp., Chaetoceros compressum",1.0200,0.01,,,,0.0102,0.550,,,,,,,"No accurate date, only year and month provided. Flow cytometry were used for cell counts. Richelia reported as number of heterocysts, converted to number of cells on 1:5 basis"
"Furuya, K., University of Tokyo, furuya@fs.a.u-tokyo.ac.jp","Kitajima et al. (2009), doi:10.4319/lo.2009.54.2.0537",Standard Light Microscopy,2005-06-11,26.50,149.30,0,,,0.1620,30,4.860,,,,,0.0000,0.01,,,,0.0000,4.860,,,,,,,"No accurate date, only year and month provided. Flow cytometry were used for cell counts. Richelia reported as number of heterocysts, converted to number of cells on 1:5 basis"
"Furuya, K., University of Tokyo, furuya@fs.a.u-tokyo.ac.jp","Kitajima et al. (2009), doi:10.4319/lo.2009.54.2.0537",Standard Light Microscopy,2005-06-12,24.23,149.02,0,,,0.0040,30,0.120,,,,"Rhizosolenia clevei, Hemiaulus spp., Chaetoceros compressum",0.0200,0.01,,,,0.0002,0.120,,,,,,,"No accurate date, only year and month provided. Flow cytometry were used for cell counts. Richelia reported as number of heterocysts, converted to number of cells on 1:5 basis"
"Furuya, K., University of Tokyo, furuya@fs.a.u-tokyo.ac.jp","Kitajima et al. (2009), doi:10.4319/lo.2009.54.2.0537",Standard Light Microscopy,2005-06-13,22.50,149.30,0,,,0.0260,30,0.780,,,,"Rhizosolenia clevei, Hemiaulus spp., Chaetoceros compressum",0.0600,0.01,,,,0.0006,0.781,,,,,,,"No accurate date, only year and month provided. Flow cytometry were used for cell counts. Richelia reported as number of heterocysts, converted to number of cells on 1:5 basis"
"Furuya, K., University of Tokyo, furuya@fs.a.u-tokyo.ac.jp","Kitajima et al. (2009), doi:10.4319/lo.2009.54.2.0537",Standard Light Microscopy,2005-06-14,20.50,149.30,0,,,0.0100,30,0.300,,,,"Rhizosolenia clevei, Hemiaulus spp., Chaetoceros compressum",0.0400,0.01,,,,0.0004,0.300,,,,,,,"No accurate date, only year and month provided. Flow cytometry were used for cell counts. Richelia reported as number of heterocysts, converted to number of cells on 1:5 basis"
"Furuya, K., University of Tokyo, furuya@fs.a.u-tokyo.ac.jp","Kitajima et al. (2009), doi:10.4319/lo.2009.54.2.0537",Standard Light Microscopy,2005-06-15,19.16,149.30,0,,,0.0360,30,1.080,,,,"Rhizosolenia clevei, Hemiaulus spp., Chaetoceros compressum",0.2700,0.01,,,,0.0027,1.083,,,,,,,"No accurate date, only year and month provided. Flow cytometry were used for cell counts. Richelia reported as number of heterocysts, converted to number of cells on 1:5 basis"
"Furuya, K., University of Tokyo, furuya@fs.a.u-tokyo.ac.jp","Kitajima et al. (2009), doi:10.4319/lo.2009.54.2.0537",Standard Light Microscopy,2005-06-16,17.16,149.30,0,,,0.0180,30,0.540,,,,"Rhizosolenia clevei, Hemiaulus spp., Chaetoceros compressum",0.4000,0.01,,,,0.0040,0.544,,,,,,,"No accurate date, only year and month provided. Flow cytometry were used for cell counts. Richelia reported as number of heterocysts, converted to number of cells on 1:5 basis"
"Furuya, K., University of Tokyo, furuya@fs.a.u-tokyo.ac.jp","Kitajima et al. (2009), doi:10.4319/lo.2009.54.2.0537",Standard Light Microscopy,2005-06-17,15.16,149.30,0,,,0.0000,30,0.000,,,,,0.0000,0.01,,,,0.0000,0.000,,,,,,,"No accurate date, only year and month provided. Flow cytometry were used for cell counts. Richelia reported as number of heterocysts, converted to number of cells on 1:5 basis"
"Furuya, K., University of Tokyo, furuya@fs.a.u-tokyo.ac.jp","Kitajima et al. (2009), doi:10.4319/lo.2009.54.2.0537",Standard Light Microscopy,2005-06-18,12.50,149.30,0,,,0.0060,30,0.180,,,,"Rhizosolenia clevei, Hemiaulus spp., Chaetoceros compressum",0.1200,0.01,,,,0.0012,0.181,,,,,,,"No accurate date, only year and month provided. Flow cytometry were used for cell counts. Richelia reported as number of heterocysts, converted to number of cells on 1:5 basis"
"Furuya, K., University of Tokyo, furuya@fs.a.u-tokyo.ac.jp","Kitajima et al. (2009), doi:10.4319/lo.2009.54.2.0537",Standard Light Microscopy,2005-06-19,10.00,149.30,0,,,0.0040,30,0.120,,,,"Rhizosolenia clevei, Hemiaulus spp., Chaetoceros compressum",0.0600,0.01,,,,0.0006,0.121,,,,,,,"No accurate date, only year and month provided. Flow cytometry were used for cell counts. Richelia reported as number of heterocysts, converted to number of cells on 1:5 basis"
"Furuya, K., University of Tokyo, furuya@fs.a.u-tokyo.ac.jp","Kitajima et al. (2009), doi:10.4319/lo.2009.54.2.0537",Standard Light Microscopy,2005-06-20,8.00,149.15,0,,,0.0000,30,0.000,,,,"Rhizosolenia clevei, Hemiaulus spp., Chaetoceros compressum",0.7700,0.01,,,,0.0077,0.008,,,,,,,"No accurate date, only year and month provided. Flow cytometry were used for cell counts. Richelia reported as number of heterocysts, converted to number of cells on 1:5 basis"
"Furuya, K., University of Tokyo, furuya@fs.a.u-tokyo.ac.jp","Kitajima et al. (2009), doi:10.4319/lo.2009.54.2.0537",Standard Light Microscopy,2005-06-21,7.50,148.98,0,,,0.0000,30,0.000,,,,,0.0000,0.01,,,,0.0000,0.000,,,,,,,"No accurate date, only year and month provided. Flow cytometry were used for cell counts. Richelia reported as number of heterocysts, converted to number of cells on 1:5 basis"
"Furuya, K., University of Tokyo, furuya@fs.a.u-tokyo.ac.jp","Kitajima et al. (2009), doi:10.4319/lo.2009.54.2.0537",Standard Light Microscopy,2005-06-22,6.00,148.27,0,,,0.0000,30,0.000,,,,,0.0000,0.01,,,,0.0000,0.000,,,,,,,"No accurate date, only year and month provided. Flow cytometry were used for cell counts. Richelia reported as number of heterocysts, converted to number of cells on 1:5 basis"
"Furuya, K., University of Tokyo, furuya@fs.a.u-tokyo.ac.jp","Kitajima et al. (2009), doi:10.4319/lo.2009.54.2.0537",Standard Light Microscopy,2005-06-23,4.00,147.42,0,,,0.0300,30,0.900,,,,"Rhizosolenia clevei, Hemiaulus spp., Chaetoceros compressum",0.0400,0.01,,,,0.0004,0.900,,,,,,,"No accurate date, only year and month provided. Flow cytometry were used for cell counts. Richelia reported as number of heterocysts, converted to number of cells on 1:5 basis"
"Furuya, K., University of Tokyo, furuya@fs.a.u-tokyo.ac.jp","Kitajima et al. (2009), doi:10.4319/lo.2009.54.2.0537",Standard Light Microscopy,2005-06-24,3.00,147.00,0,,,0.0000,30,0.000,,,,,0.0000,0.01,,,,0.0000,0.000,,,,,,,"No accurate date, only year and month provided. Flow cytometry were used for cell counts. Richelia reported as number of heterocysts, converted to number of cells on 1:5 basis"
,"Goering et al. (1966), Limnol. Oceanogr., 11:614-620",Standard Light Microscopy,1964-10-25,23.03,-60.00,0,,,,,0.000,,,,,,,,,,,0.000,,36.18,,,,,"Trichodesmium biomass is given in µg N L-1, converted to µg C L-1 by assuming molar C:N=106:16"
,"Goering et al. (1966), Limnol. Oceanogr., 11:614-620",Standard Light Microscopy,1964-10-27,17.05,-60.03,0,,,,,28.393,,,,,,,,,,,28.393,,34.69,,,,,"Trichodesmium biomass is given in µg N L-1, converted to µg C L-1 by assuming molar C:N=106:16"
,"Goering et al. (1966), Limnol. Oceanogr., 11:614-620",Standard Light Microscopy,1964-10-27,17.05,-60.03,0,,,,,28.393,,,,,,,,,,,28.393,,34.69,,,,,"Trichodesmium biomass is given in µg N L-1, converted to µg C L-1 by assuming molar C:N=106:16"
,"Goering et al. (1966), Limnol. Oceanogr., 11:614-620",Standard Light Microscopy,1964-10-31,11.52,-59.98,0,,,,,62.464,,,,,,,,,,,62.464,,34.92,,,,,"Trichodesmium biomass is given in µg N L-1, converted to µg C L-1 by assuming molar C:N=106:16"
,"Goering et al. (1966), Limnol. Oceanogr., 11:614-620",Standard Light Microscopy,1964-10-31,11.52,-59.98,0,,,,,62.464,,,,,,,,,,,62.464,,34.92,,,,,"Trichodesmium biomass is given in µg N L-1, converted to µg C L-1 by assuming molar C:N=106:16"
,"Goering et al. (1966), Limnol. Oceanogr., 11:614-620",Standard Light Microscopy,1964-11-01,9.28,-58.42,0,,,,,56.786,,,,,,,,,,,56.786,,35.66,,,,,"Trichodesmium biomass is given in µg N L-1, converted to µg C L-1 by assuming molar C:N=106:16"
,"Goering et al. (1966), Limnol. Oceanogr., 11:614-620",Standard Light Microscopy,1964-11-01,9.28,-58.42,0,,,,,56.786,,,,,,,,,,,56.786,,35.66,,,,,"Trichodesmium biomass is given in µg N L-1, converted to µg C L-1 by assuming molar C:N=106:16"
,"Goering et al. (1966), Limnol. Oceanogr., 11:614-620",Standard Light Microscopy,1964-11-02,9.17,-55.58,0,,,,,22.714,,,,,,,,,,,22.714,,35.06,,,,,"Trichodesmium biomass is given in µg N L-1, converted to µg C L-1 by assuming molar C:N=106:16"
,"Goering et al. (1966), Limnol. Oceanogr., 11:614-620",Standard Light Microscopy,1964-11-03,10.12,-54.07,0,,,,,11.357,,,,,,,,,,,11.357,,35.37,,,,,"Trichodesmium biomass is given in µg N L-1, converted to µg C L-1 by assuming molar C:N=106:16"
,"Goering et al. (1966), Limnol. Oceanogr., 11:614-620",Standard Light Microscopy,1964-11-03,10.12,-54.07,10,,,,,17.036,,,,,,,,,,,17.036,,35.39,,,,,"Trichodesmium biomass is given in µg N L-1, converted to µg C L-1 by assuming molar C:N=106:16"
,"Goering et al. (1966), Limnol. Oceanogr., 11:614-620",Standard Light Microscopy,1964-12-03,13.45,-62.43,0,,,,,68.143,,,,,,,,,,,68.143,,35.47,,,,,"Trichodesmium biomass is given in µg N L-1, converted to µg C L-1 by assuming molar C:N=106:16"
,"Goering et al. (1966), Limnol. Oceanogr., 11:614-620",Standard Light Microscopy,1964-11-22,9.25,-49.83,0,,,,,28.393,,,,,,,,,,,28.393,,34.69,,,,,"Trichodesmium biomass is given in µg N L-1, converted to µg C L-1 by assuming molar C:N=106:16"
,"Goering et al. (1966), Limnol. Oceanogr., 11:614-620",Standard Light Microscopy,1964-11-22,9.25,-49.83,15,,,,,28.393,,,,,,,,,,,28.393,,34.69,,,,,"Trichodesmium biomass is given in µg N L-1, converted to µg C L-1 by assuming molar C:N=106:16"
,"Goering et al. (1966), Limnol. Oceanogr., 11:614-620",Standard Light Microscopy,1964-11-22,9.25,-49.83,30,,,,,17.036,,,,,,,,,,,17.036,,35.15,,,,,"Trichodesmium biomass is given in µg N L-1, converted to µg C L-1 by assuming molar C:N=106:16"
,"Goering et al. (1966), Limnol. Oceanogr., 11:614-620",Standard Light Microscopy,1964-11-22,9.33,-51.25,0,,,,,28.393,,,,,,,,,,,28.393,,31.88,,,,,"Trichodesmium biomass is given in µg N L-1, converted to µg C L-1 by assuming molar C:N=106:16"
,"Goering et al. (1966), Limnol. Oceanogr., 11:614-620",Standard Light Microscopy,1964-11-22,9.33,-51.25,10,,,,,28.393,,,,,,,,,,,28.393,,31.90,,,,,"Trichodesmium biomass is given in µg N L-1, converted to µg C L-1 by assuming molar C:N=106:16"
